reference_skill,input
news_summarization,"Four Chinese nationals of Uyghur ethnicity who had been held at the U.S. military's Guantanamo Bay, Cuba, detention facility have been resettled in Bermuda, officials said Thursday. Attorney General Eric Holder says the U.S. is ""extremely grateful to the government of Bermuda."" ""Above all, this was a humanitarian act,"" Bermudan Premier Ewart Brown told CNN in an interview at his Cabinet office in Hamilton, Bermuda. ""We don't see it as quid pro quo."" The four were twice cleared for release -- once by the Bush administration and again this year, according to a Justice Department statement. They were among 17 Uyghur detainees at the facility set up to hold terror suspects. The four were flown by private plane Wednesday night from Cuba to Bermuda and were accompanied by U.S. and Bermudan representatives as well as their attorneys, according to Susan Baker Manning, part of the men's legal team. President Obama has pledged to close the Guantanamo facility, raising questions of what will happen to the more than 200 remaining detainees. A political backlash against bringing any of the detainees to the United States has increased the focus on sending them to other countries. Brown said he read an article on the issue of the Guantanamo Bay detainees' fates in The Washington Post while he was in Washington for a White House meeting in May. He said he decided to put an offer to the U.S. government ""on the table."" He said Bermuda, a British colony, told London of its intentions, but not until late in the process. Britain must approve the transfer for it to be permanent, Brown said, adding that he believes the issue may raise tension between Bermuda and Britain. The issue is controversial because of China's opposition to the Uyghurs being sent to any country but China. Uyghurs are a Muslim minority from the Xinjiang province of far-west China. The 17 Uyghurs had left China and made their way to Afghanistan, where they settled in a camp with other Uyghurs opposed to the Chinese government, the..."
news_summarization,"A ferocious leopard may have killed 15 people in Nepal in a 15-month span, its latest victim a 4-year-old boy that the creature dragged away into the jungle to eat. The head of boy was found in the forest a kilometer from his home Saturday morning, said Kamal Prasad Kharel, the police chief of the Baitadi district, an area about 600 kilometers (373 miles) west of Kathmandu. The grisly discovery, which came after teams of people searched for the child, marks the 15th victim in the past 15 months in that remote district in western Nepal. The police chief suspects that a single man-eating leopard is responsible for the deaths. If not, there are at most two of the man-eating creatures around, he believes. Maheshwor Dhakal, an ecologist at the Department of National Parks and Wildlife Conservation in Kathmandu, agreed that it is unusual to find more than one or two man-eating animals in one area. Most leopards live on wild prey. More human victims could also be expected if there were more than one or two man-eaters around, he said. ""Since human blood has more salt than animal blood, once wild animals get the taste of salty blood they do not like other animals like deer,"" Dhakal said. Kharel said he feared the actual number of people killed by the leopard could be higher than 15, because others have lost their life to leopard attacks in Uttarkhand state in northern India, which borders Baitadi district. ""It could be the same leopard,"" he said. Of the 15 victims in Nepal so far, two-thirds are children below the age of 10. The others are older children and a 29-year-old woman who had gone to collect fodder for domestic animals in the nearby forest, a common practice in Nepal. ""No adult male has been killed,"" Kharel said. All the victims are from villages bordering the dense forests in the district, he said. After killing its victim, the leopard takes the body away into the forest to eat. ""In the case of the children it just leaves behind the head, eating everything, but some parts of the..."
news_summarization,"Kyle White now has two pieces of metal to wear -- one, a bracelet inscribed with the names of his six comrades killed in an ambush in Afghanistan, the other, a Medal of Honor given to him for his valor that ensured that death toll wasn't higher. Speaking minutes after President Barack Obama gave him the highest military honor, White insisted the two emblems are equally significant. They both represent his family on that day six years ago -- the seven others who, like him, survived as well as those who did not. The former Army sergeant said Tuesday he owes it to these men, whom he calls ""my heroes,"" to live his life well, even now that he's left the military, and with honor. ""Though I am still uncomfortable with hearing my name and the word 'hero' in the same sentence, I am now ready for the challenge of proudly wearing this piece of blue fabric and carved metal with the same reverence that I wear the bracelet. And I vow to live up to the responsibility of doing so,"" White said. Not long before, Obama recalled White's bravery and that of his colleagues. The President paid tribute to those who died that fall day in Afghanistan and those who survived. They had done everything their country could ask for and more. ""Kyle, members of Chosen Company, you did your duty,"" Obama said. ""And now it's time for America to do ours."" White himself insisted that the Medal of Honor cannot really be an individual award, calling it ""a testament to the trust we have in each other and our leaders."" Still, the President said that he deserved to be singled out. A high school freshman when the Twin Towers fell on September 11, 2001, White joined the Army and was just 20 years old and 21 months into his military service when he faced the ultimate test. He aced it, and in doing so represented the best of what Obama called the ""9/11 generation (which) has proven itself to be one of America's greatest."" ""Today,"" the President said to a crowd that included White, his parents and many of his former comrades, ""we pay tribute to a..."
news_summarization,"Like a stereotypical beauty pageant, it looks like thin will be in at the world's largest annual gadget convention next week in Las Vegas. At the 2012 International Consumer Electronics Show, computer makers will be pushing a new breed of ultra-thin, ultra-light laptops amid a sea of razor-thin smartphones and tablets. Last year, 140,000 people in the technology industry convened at the Las Vegas Convention Center to mingle and gawk at cutting-edge hardware. The organizers expect to welcome at least that many people next week. Electronics makers use CES as a platform to show the types of products they plan to release in the coming year. The compact disc player, high-definition television and Blu-ray each debuted at past conventions. Decades since its formation, the yearly six-day event is a spectacle. But with some of the largest players in today's consumer electronics industry shunning CES, the trade show's impact may be waning. Apple, the world's most valuable technology company, and Amazon, an upstart in tablets and the leader in e-readers, do not participate. Google's operating systems can be found in partners' booths, running on phones, tablets and TVs, but the software giant does not run a booth. And Microsoft, which will deliver its 14th CES presentation Monday, announced recently it will not have a booth or participate in the keynotes after this year's event. ""Are we doing something because it's the right thing to do, or because 'it's the way we've always done it?' "" a Microsoft spokesman asked rhetorically in a statement. The big product categories that will dominate the CES show floor next week, according to manufacturers and analysts, are not revolutionary. They are expected to be thinner, lighter and more refined versions of gadgets that have already gained a toehold with consumers. Tablets . Electronics makers have been chasing after Apple's iPad for two years, and the racetrack is expected to get more crowded next week. Google and Samsung last month released the first phone running..."
news_summarization,"Bayern Munich might be licking their wounds after defeat in the European Champions League final, but the German club can find comfort in victory of a different kind: by beating Chelsea in football's financial league table. Despite Saturday's crushing penalty shootout loss to the English side in their own backyard at the the Allianz Arena, the Bavarians have been ranked as the second most valuable brand in football. According to a new report by independent consultancy Brand Finance, which has compiled a list of the 50 biggest brands in the sport, the four-time European champions have been valued at $786 million. Chelsea, by comparison, made fifth place with a value of $398 million. But English giants Manchester United lead the way, as in 2011, with a brand estimated to be worth $853 million. ""Manchester United have got a global reach,"" Brand Finance's head of sports brands Dave Chattaway told CNN. Click here to see football's top 10 brands . ""United have got quite a professional setup, with people who have worked for Pepsi, Disney, all different kinds of marketing industries. They have brought their expertise into the sports industry."" But Bayern are the year's big winners. Despite the defeat by Chelsea and having been beaten to the German league and cup by Borussia Dortmund, the club's brand value grew by 59% over the last 12 months. ""If you look at Bayern Munich, they are a domestic powerhouse,"" said Chattaway. ""They have got really strong links with strong German brands. ""Bayern have long-term deals, they have been with Adidas for over 10 years. They generate the highest commercial revenue and they are able to negotiate the highest possible deals based on their dominance of the German market."" Munich mourns as Bayern blow big chance . Behind United and Bayern are the Spanish ""El Clasico"" rivals of Real Madrid, third with a value of $600 million, and Barcelona, with a brand worth $580 million. Spanish champions Real and 2011 European champions Barca have seen similar decreases in the value of their..."
news_summarization,"Rebels in Tripoli furiously hunting for signs of longtime Libyan leader Moammar Gadhafi are exploring a network of tunnels and bunkers built beneath his massive compound. CNN's Sara Sidner got a peek at the passageways Friday. She dubbed it ""Gadhafi's inner sanctum."" The correspondent, who's been covering the battle of Tripoli, walked down steps into a pitch-dark tunnel and used a flashlight to navigate an underworld described as ""massive."" So far, she said, rebels have cleared about 700 meters of underground passages. The tunnel network is believed to extend all the way to the city's international airport and the Rixos hotel. That's where 33 journalists and two foreign nationals were held for five days by pro-Gadhafi forces. It also is thought to extend to a neighborhood where Gadhafi forces were lobbing shells recently toward the compound after it was taken over by the rebels. The tunnels Sidner saw are wide enough for adults to walk side by side. She spotted a golf cart that can easily fit in the corridors. Sidner also saw a range of other sights as she strolled through the labyrinth: A thick wall, a massive door and a sturdy lock. A charred ceiling, couches and beds where a fire apparently occurred. Pieces of metal and shrapnel. A section where NATO bombs fell and the roof caved in. Another room contained videotapes lined up on a shelf, part of a TV studio where Gadhafi may have recorded messages. ""It's set up like a survival bunker,"" Sidner said in an on-air report. ""There is literally a city under here."""
news_summarization,"Former Vice President Dick Cheney on Sunday defended the Bush administration's economic record, the invasion of Iraq and the treatment of suspected terrorists, warning that reversing its anti-terrorism policies endangers Americans. ""We've accomplished nearly everything we set out to do,"" ex-Vice President Dick Cheney says Sunday about Iraq. In a wide-ranging interview with CNN's ""State of the Union,"" Cheney said the harsh interrogations of suspects and the use of warrantless electronic surveillance were ""absolutely essential"" to get information to prevent more attacks like the 2001 suicide hijackings that targeted New York and Washington. ""President Obama campaigned against it all across the country, and now he is making some choices that, in my mind, will, in fact, raise the risk to the American people of another attack,"" he said. Critics said the Bush administration's ""alternative"" interrogation techniques amounted to the torture of prisoners in American custody, while the administration's warrantless surveillance program violated federal laws enacted after the Watergate scandal. Since taking office in January, Obama has announced plans to close the U.S. prison camp at Guantanamo Bay, Cuba, to halt the military trials of suspected terrorists there, and to make CIA officers follow the Army field manual's rules on interrogations. Cheney said the administration appears to be returning to the pre-2001 model of treating terrorism as a law enforcement issue, rather than a military problem. ""When you go back to the law enforcement mode, which I sense is what they're doing, closing Guantanamo and so forth ... they are very much giving up that center of attention and focus that's required, that concept of military threat that is essential if you're going to successfully defend the nation against further attacks,"" he said. But Rep. Joe Sestak, D-Pennsylvania, said the Bush administration's policies undercut ""what is actually the source of America's greatness -- our principles."" ""How can we say..."
news_summarization,"A federal judge on Tuesday ordered a full mental competency screening for Omar Gonzalez, who is accused of jumping the White House fence, after a disputed initial examination found him not competent for trial. U.S. District Court Judge Rosemary Collyer expressed concern that the initial mental exam, ordered by a magistrate judge, was done before she had a chance to hear a legal motion by the defense disputing whether the magistrate had the authority to order it. David Bos, the federal public defender representing Gonzalez, objected to any examination in the first place because he says Gonzalez is fit for trial. The 60-minute initial mental examination of Gonzalez at the District of Columbia jail came as a surprise to the judge and to both the government and defense. But the result, finding Gonzalez not competent, can't be ignored, Collyer said in court Tuesday. Bos told the judge: ""There is no doubt in my mind that Mr. Gonzalez is competent to stand trial."" Nonetheless, he withdrew his objections and agreed to allow his client to undergo a fuller competency examination to try to undo the results of the initial examination. The judge delayed arraignment for Gonzalez on new charges the government filed against him last week. Gonzalez was arrested in September after he allegedly jumped the White House fence and sprinted into the executive mansion, setting off concerns about Secret Service security procedures. He was found with a folding knife and told a Secret Service agent ""that he was concerned that the atmosphere was collapsing and needed to get the information to the President of the United States so that he could get the word out to the people,"" according to an agent's affidavit filed in court. His family has said Gonzalez, an Iraq War veteran, suffers from post-traumatic stress disorder and paranoia. The incident came amid a series of disclosures about Secret Service lapses that cost the agency's director, Julia Pierson, her job. Collyer said that during the initial examination, the..."
news_summarization,"A German tourist was in critical condition after a shark severed her right arm while she snorkeled in Hawaii on Wednesday, authorities said. The approximately 20-year-old woman, who was unconscious when first responders arrived, was taken to Maui Medical Center for treatment, according Lee Mainaga with the Maui Fire Department. Shark found on New York subway car . The attack took place about 50 yards offshore at White Rock beach in Maui. The beach has been closed one mile on either side of where the attack happened. Officials will assess on Thursday morning whether the beach can be reopened. Shark attack claims Brazilian teen's life . This shark attack is the fourth in Maui this year, with two happening on the same day in February, and the other in late July. While shark attacks have been on the uptick in recent years, according to the University of Florida, the fatality rate in the United States is just 2%. Discovery Channel defends dramatized shark special . Best places to swim with sharks ."
news_summarization,"Fifteen people have now died after consuming cantaloupe contaminated with the listeria monocytogenes bacteria, the Centers for Disease Control and Prevention said Friday. At least 84 people in 19 states have become ill with the bacteria, the agency said. And the number of illnesses could still grow, added the CDC, citing reporting lags and how the disease can develop slowly in some people. On Tuesday, the CDC was reporting 13 deaths and 72 illnesses in what was already then the deadliest food-borne illness outbreak in the United States since 1998. Five people have died in New Mexico from eating the tainted cantaloupes, the CDC said. Three people died in Colorado, two in Texas and one each in Kansas, Maryland, Missouri, Nebraska and Oklahoma. Illnesses have also been reported in Alabama, Arkansas, California, Illinois, Indiana, Montana, North Dakota, Virginia, West Virginia, Wisconsin and Wyoming. What you need to know about Listeria . Most of those who fell ill are more than 60 years old, the CDC said. Doctors also are closely monitoring the pregnancies of two women who ate contaminated cantaloupe, with the agency noting that listeriosis can cause miscarriages and stillbirths. Older adults and people with compromised immune systems are also especially susceptible. Public health investigators have traced the source of the bacteria to a farm in Granada, Colorado. Food Poisoning 101 . The grower, Jensen Farms, issued a recall for its Rocky Ford-brand cantaloupes on September 14. By now, the cantaloupes should all be off store shelves, the CDC said. The agency warned that people should not eat Rocky Ford cantaloupes, even if they have eaten part of one and have not yet fallen ill. It also said that consumers should be wary of eating any cantaloupes if they don't know where they came from. How to keep your food safe ."
news_summarization,"Criminals who file fraudulent tax returns by stealing people's identities could rake in an estimated $26 billion over the next five years because the IRS cannot keep up with the amount of the fraud, Treasury Inspector General J. Russell George said Tuesday. ""Our analysis found that, although the IRS detects and prevents a large number of fraudulent refunds based on false income documents, there is much fraud that it does not detect,"" said George's prepared testimony before a joint hearing of the House Ways and Means Subcommittees on Oversight and Social Security. George's report is the first detailed analysis of the tax refund fraud problem, which could affect any legitimate taxpayer. His projection of $26 billion is larger than any other estimate of identity theft tax fraud. In a statement issued following George's testimony, the IRS said it ""believes that the five-year estimate is far too high."" ""The estimate was based on 2010 figures, which took place before the IRS instituted major changes with the way it handles identity theft cases,"" the IRS statement read. ""Our expanded screening on issues such as W-2 matching, Schedule C information, interest income and Social Security income have had a major impact on our ability to reduce identity theft fraud."" Those efforts, according to the IRS, have lead to ""stopping more refund fraud than ever before"" and ""are not reflected in the five-year projection"" by the Treasury inspector general. Last year, according to the Treasury Inspector General's Office, the IRS reported that of the 2.2 million tax returns it found to be fraudulent, about 940,000 returns totaling $6.5 billion were related to identity theft. In its investigation, George said, auditors found another 1.5 million undetected tax returns with more than $5.2 billion in fraud. ""The primary characteristic of these cases is that the identity thief reports false income and withholding to generate a fraudulent tax return,"" George said. ""Without the falsely reported income, many of the deductions and/or..."
news_summarization,"A short video that has gone viral in Mexico asks a tough question of the country's presidential candidates: ""Are you striving only for the (presidential) chair, or will you change the future of our country?"" A young girl with brown eyes and long brown hair, wearing a simple white shirt, poses the question. Behind her is a small army of child actors who star in the video, which is cute for a moment, but deadly serious. In it, the children act out a day in the life of a Mexican resident, fraught with all the problems and challenges that a leader must face. A child dressed as a businessman gets robbed at gunpoint as soon as he leaves his home. The robbers hand their loot over to a corrupt police officer. Protesters clash with riot police. There's a smog alert. Drug traffickers have it out with police on the streets, and human smugglers unload their cargo. Seeing children act out these grown-up situations has elicited a number of responses. Some viewers have criticized it as political manipulation, others as a wake-up call. But the list of Mexico's woes weighs heavily: security, pollution and poverty, among others. The video has garnered nearly 2 million views in less than four days. ""In reality, the video is not reflecting anything that people have not experienced,"" said Rosenda Martinez, a spokeswoman for Our Mexico of the Future, the group behind the production. The video targets the major presidential candidates -- Enrique Pena Nieto, Josefina Vazquez Mota and Andres Manuel Lopez Obrador -- and aims to raise awareness about Our Mexico of the Future. The goal of the organization is to collect as many ""visions"" of Mexico's future as possible and to compile them in a book that will be presented to the candidates before the election. So far, more than 10 million Mexicans have written or recorded their dreams for a safer or cleaner or more tolerant Mexico. ""We've had the response we've hoped for, and even exceeded it,"" Martinez said. After the children in the video depict a kidnapping, posters of the..."
news_summarization,"ISIS, as the Islamic State jihadists in Iraq and Syria are known, has become the new face of international terrorism in the eyes of the United States and its Western allies. Now the focus in America and abroad has become what will President Barack Obama and other leaders do about it? Here are key questions on the matter: . 1) Who killed James Foley? Britain's ambassador to the United States, Peter Westmacott, told CNN on Sunday that British officials were close to identifying the ISIS militant who beheaded Foley, an American journalist captured in Syria in 2012. He couldn't elaborate on the identity of the killer, who is seen decapitating Foley in a video posted last week on YouTube. ""We're putting a great deal into the search,"" he said, referring to the use of sophisticated technology to analyze the man's voice. In the video, Foley, 40, is seen kneeling next to a man dressed in black, who speaks with what experts say is a distinctly English accent. Linguists said that based on his voice, the man sounds to be younger than 30. He also appears to have been educated in England from a young age and to be from southern England or London. Britain close to identifying James Foley's killer, ambassador says . 2) Will the United States expand air strikes to ISIS targets in Syria? Pressure is increasing on Obama to go after ISIS in both Iraq and Syria, ignoring an essentially non-existent border between them. Last week, Defense Secretary Chuck Hagel and Joint Chiefs Chairman Gen. Martin Dempsey said that taking on ISIS in Syria was the only way to defeat the Sunni jihadists. For Obama, the step would reverse his refusal for three years to get involved militarily in Syria despite pressure from his own advisers, including former Secretary of State Hillary Clinton. Obama ""has not made any decision to order military action in Syria,"" White House spokesman Josh Earnest said Monday, but the speculation and insistence continued. ""The White House is trying to minimize the threat we face in order to justify not changing a failed..."
news_summarization,"(Health.com) -- An essential nutrient found in fish oil does not appear to slow the mental decline associated with Alzheimer's disease, according to a new study in the Journal of the American Medical Association. The study is merely the latest to cast doubt on the mental benefits of the omega-3 fatty acid docosahexaenoic acid (DHA), which until recently was considered a promising way to minimize the risk and damage of dementia. (The other main ingredient found in fish oil, eicosapentaenoic acid, or EPA, is not believed to play a significant role in brain health.) Health.com: Fish oil doesn't benefit new moms, babies . DHA or fish-oil supplements aren't likely to cause any harm to Alzheimer's patients, but they aren't likely to do any good either, says Steven H. Ferris, Ph.D., the director of the Aging and Dementia Research Center at New York University. Fish oil ""seems to be healthy in general, and maybe for other things it's helpful, but it doesn't benefit cognitive function in a person with Alzheimer's,"" says Ferris, who was not involved in the study. Research on DHA has been inconclusive and sometimes conflicting. Several studies that followed large groups of people as they aged have suggested that a diet rich in fish is linked to a reduced risk of dementia and mental decline, but most randomized controlled trials comparing DHA supplements with placebo have found no benefit. Health.com: 9 foods that may help save your memory . ""It's not the first time something in large epidemiological datasets just didn't work out clinically,"" Ferris says, noting that statin medications, anti-inflammatory drugs, and estrogen therapy have all failed to live up to their initial promise in preventing or treating Alzheimer's. ""Unfortunately, that seems to be the situation here."" The study was funded by the National Institute on Aging and was led by Dr. Joseph F. Quinn, M.D., a neurologist at the Oregon Health and Science University, in Portland. Quinn and his colleagues randomly assigned about 400 women and men in their..."
news_summarization,"(EW.com) -- Chris Meloni has booked his first post-""SVU"" gig -- and it's a bloody good one. The former star of the Dick Wolf drama will join HBO's ""True Blood"" in season 5 as ""ancient, powerful vampire who holds the fate of Bill and Eric in his hands."" He will be a series regular. Meloni's role on Alan Ball's drama marks a homecoming, of sorts: The actor previously played Chris Keller on the pay cabler's gritty drama ""Oz"" from 1998 to 2003. Earlier this year, Meloni decided to step down from playing Detective Elliot Stabler on the long-running NBC drama. See the full article at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly . © 2011 Entertainment Weekly and Time Inc. All rights reserved."
news_summarization,"Ballet dancer Pavel Dmitrichenko, often cast as the villain in Bolshoi Ballet productions, is now the lead defendant in a plot worthy of a Tchaikovsky score. The 29-year-old allegedly choreographed an attack intended to blind Bolshoi artistic director Sergei Filin, the man who put him in the roles of Ivan the Terrible and Swan Lake's evil genius. The mystery of who threw sulfuric acid into Filin's face in January has captivated Russians and kept Moscow detectives busy probing rivalries within Russia's renowned 240-year-old ballet company. It might well send Hollywood literary agents and producers scrambling for story details as described by police reports and local media accounts. Police declared their case was solved this week with a confession by Dmitrichenko . Russian police question suspect in Bolshoi director's acid attack . ""I organized this attack but not to the extent that it happened,"" he is heard saying in a video released by police. The characters in this drama include Dmitrichenko's girlfriend, Anzhelina Vorontsova. She has not been charged, but local newspapers quote ballet members as saying Dmitrichenko was angry because he thought Filin was stifling her career. Two alleged co-conspirators have been detained: Alleged hit man Yuri Zarutsky -- a burly, bearded Russian who was previously convicted of beating someone to death -- and Andrey Lipatov, who allegedly drove the getaway car after Zarutksy's battery acid attack on Filin. While the final act must still play out in a Russian courtroom, the story opens in the nearly two-century-old Bolshoi Theatre. Act 1 - The Bolshoi Theatre . Ballet is a world where competition is fierce, and where the artistic director wields considerable influence in making or breaking careers. Filin, 42, was promoted to the Bolshoi Theatre's coveted post in March 2011, shortly after the deputy ballet director, Gennady Yanin, who was widely seen as a favorite for the artistic director post, resigned when pornographic pictures of him surfaced online. There was ""fierce..."
news_summarization,"This week the Supreme Court heard two historic cases on marriage. Even though I was a lawyer in the litigation and in the courthouse both days, I can't predict which way the court will come down. But the outcomes range from nothing at all to fundamentally restructuring the foundational unit of western civilization. Hollingsworth v. Perry is about whether state laws defining marriage as one man and one woman violate the 14th Amendment of the U.S. Constitution. United States v. Windsor asks whether Section 3 of the Defense of Marriage Act, which defines marriage for federal law and programs as between one man and one woman, is unconstitutional. DOMA passed in 1996 with 78% of the U.S. House and 85% of the Senate and was signed by President Bill Clinton. The whole nation is focused on the litigation. Ironically, it's possible that neither case will be decided on the merits. In Hollingsworth, California's governor and attorney general abdicated their duties by refusing to defend their state constitution. So pursuant to California law, the sponsors of Prop 8 — officially registered with the state — stepped in to defend the law, represented by Charles Cooper at Cooper Kirk and the Alliance Defending Freedom. In Windsor, the defendant was the federal government. But President Barack Obama declared that he believes DOMA is unconstitutional and ordered his Justice Department not to defend it. So per its rules, the U.S. House voted to authorize Paul Clement  — probably the greatest Supreme Court lawyer practicing today — to defend DOMA. Article III of the Constitution limits the jurisdiction of the federal courts. One requirement is that there must be adversity between the parties. Since the defendants in both cases refused to defend their own laws, the court will consider whether the Constitution allows these third-party legal teams to become a proper party to the lawsuits. There's a second issue in Windsor. Edith Windsor entered into a gay marriage in Canada in 2007 and lived in New York. When her partner died in..."
news_summarization,"At the gravesite in a northern Liberia village, there are no religious or traditional burial rites. No ceremony, no mourning, no family members, and no final goodbyes. Nothing but a group of men dressed in space-suit-like outfits, cautiously throwing the dead body into the grave, they pause only to toss in anything else they are wearing that came into contact with the deceased. These men are part of the country's Ebola response team, specifically tasked with burying anyone suspected to have died of the Ebola virus. The virus is spread through contact with the blood and body fluids of people infected with Ebola, and it is still transferable even from a dead body. To help combat the spread of the disease, the Liberian government has directed that its citizens should not bury anyone who dies of, or is suspected of having been infected with, Ebola. For months Liberians ignored the directive, fearing that they would be ostracized by their communities if they admitted that their relatives had died of Ebola, but here in Lofa County -- ground zero of the country's outbreak -- almost everyone has witnessed the devastating suffering and numerous deaths caused by the virus. Now almost anytime there is a suspected Ebola death in the community, they call in the Ebola response team to come and bury the body safely. Safe burials . ""When it started, it wasn't that easy,"" says Alpha Tamba, an Ebola response coordinator in Lofa County. ""It was kind of difficult for communities to disclose death. People preferred driving us away."" ""We must be grateful for the communities, through the efforts of the local leaders. Now they are disclosing death to us,"" he explains. Today, the team has been called to a village where a woman has died of unknown causes. It may not have been from the deadly virus, but the villagers are not taking any chances. The Lofa County health team arrives carrying gloves, gowns, goggles and diluted bleach. They suit up: from head to toe, no skin is exposed. On their hands they wear..."
news_summarization,"The big winners of this Formula One season could be road drivers rather than F1 racers, according to one former world champion. Jody Scheckter, who took the drivers' title in 1979, hopes a raft of technological changes -- notably smaller, hybrid engines that promise greater fuel efficiency -- will help improve road cars' performance. ""It's very positive for the sport, this is the first time you've seen the sport bring in regulations that really push the envelope of technology for every type of car,"" the South African told CNN. ""They are trying to take efficiency from everywhere they can on a car."" This year's race cars will boast an enhanced Energy Recovery System (ERS) and 1.6-liter V6 engines, compared to the 2.4-liter V8s on show last year. The ERS uses heat generated when braking and thermal energy from exhaust gases to create extra power. The Kinetic Energy Recovery System (KERS) has been used in F1 since 2009, but Scheckter says these latest advancements in the sport will only benefit everyday drivers. ""Wherever there is heat, they turn that into energy,"" added the former Ferrari driver. ""From that point of view, that's what road cars are becoming more and more. ""They've taken this energy from the brakes and these different areas, that's what Formula One has done to a much higher degree than I've ever seen before. I think the technology will flow to road cars very quickly. ""It's very important for the global environment that they can make the technology work practically and then it can move into road cars."" On the track, Scheckter expects an unpredictable start to the championship as teams and drivers wrestle with the new regulations. An encouraging preseason for Mercedes has fueled talk that Lewis Hamilton is the favorite for this weekend's Australian Grand Prix and in pole position to take the title. Hamilton, a world champion in 2008, set the fastest time on the final day of the final test event in Bahrain, but the quickest lap time of preseason was set by Felipe Massa of Williams. The..."
news_summarization,"European football's governing body, UEFA has revealed that 32 of its 54 member states have declared an interest in hosting matches at the 2020 European Championships. Traditionally, the tournament is hosted by one or two nations, but matches in 2020 will be shared between 13 cities across Europe. UEFA, who announced a change in format for the tournament's 60th anniversary last December, welcomed the enthusiastic response from the national football associations. ""We are extremely proud to see the huge interest in the bidding process, with more than half of our member associations willing to host matches at UEFA EURO 2020,"" UEFA President Michel Platini said. ""The finals will be a great celebration of football across the European continent, and the 60th anniversary edition will be truly special, by really coming to the doorstep of all football fans."" Platini initially floated the idea following the 2012 championships hosted by Poland and Ukraine and a decision to change the format was agreed by UEFA's Executive Committee last December before being confirmed in January. The format, dubbed a ""Euro for Europe,"" has attracted interest from reigning Euro champions, Spain and the other traditional powerhouses of European football -- Germany, France, Italy, Netherlands, Portugal, Greece and England. ""UEFA's 'EURO for Europe' in 2020 promises to be a fitting way to recognise 60 years of the UEFA European Championship,"" said England Football Association secretary Alex Horne in a statement. ""It would be great to see England playing in front of their home fans here in London as part of a EURO Finals tournament but many countries have also put themselves forward as hosts and we expect this to be a very competitive bidding process."" Less illustrious footballing nations including Armenia, Israel, Kazakhstan and Wales have also thrown their hat into the ring. UEFA says all 32 associations can submit a maximum of two bids -- one which covers three group matches and one knockout round and another which will vie to host..."
news_summarization,"Northeast Florida State Attorney Angela Corey has made it clear that she alone will decide whether George Zimmerman will be charged in the shooting death of Trayvon Martin. Zimmerman's attorneys termed as ""courageous"" her decision not to present evidence to the grand jury that the original prosecutor, Norman Wolfinger, scheduled to convene on April 10. The Trayvon Martin family was also pleased that Corey would make the charging decision. But the question remains, will George Zimmerman be charged? Tuesday, in a bizarre development, George Zimmerman's attorneys, Hal Uhrig and Craig Sonner, during a news conference held in front of the Seminole County Courthouse, announced that they had withdrawn from his representation. They said they had lost contact with their client over the previous two days and revealed Zimmerman's unusual behavior -- including phone calls to Fox News host Sean Hannity and the special prosecutor, Corey. The attorneys also said that they are concerned with Zimmerman's emotional and physical well-being and even suggested that he may be suffering from PTSD (post traumatic stress disorder). In short, they said that their client had gone rogue. Clients fire attorneys every day, for no reason or any reason. And attorneys withdraw from cases around the country daily. But it is rarely done so publicly and with so much information divulged about the inner workings of the lawyer-client relationship. Rogue clients that are potential defendants spook prosecutors. It can be a nightmare to try to locate and arrest a fleeing defendant. Remember Joran Van Der Sloot. Not surprisingly, within hours of the now-infamous withdrawal, Corey issued a statement saying she would be holding her own news conference within 72 hours ""to release new information regarding the Trayvon Martin shooting death investigation."" Many suspect that the announcement that Zimmerman had gone rogue forced the special prosecutor's hand. By all accounts though, Angela Corey is a seasoned career prosecutor who doesn't..."
news_summarization,"(CNN)If that car parked in Harvard Yard is a rockin', school officials may soon come a knockin', because hanky-panky between students and faculty at the elite university has officially been banned. Specifically, the school adopted a new policy this week that prohibits romantic relationships between undergraduates and professors. The previous policy only did so between professors and the students they taught. Harvard released a statement saying a specially appointed committee ""determined that the existing language on relationships of unequal status did not explicitly reflect the faculty's expectations of what constituted an appropriate relationship between undergraduate students and faculty members ... therefore, the committee revised the policy to include a clear prohibition to better accord with these expectations."" The action comes nearly a year after the U.S. Department of Education announced it was investigating 55 colleges and universities, including Harvard, for violations pertaining to Title IX, the federal law prohibiting sex discrimination on college campuses. Harvard responded at the time by saying it had appointed its first ever Title IX officer, and that the school's president ""recently announced the creation of a university-wide task force -- composed of faculty, students and staff -- that will recommend how we can better prevent sexual misconduct at Harvard."" The new policy is the result of ""a formal process to review Harvard University's Title IX policy,"" the school said."
